prompt,classes,answer_index
"Silvia is able to buy either A. 2 chairs for 80 dollars or B. 10 chairs for 84 dollars.
In general she prefers to buy more chairs and to spend less money.
Between A and B, she prefers A.
However, before she buys it, someone offers her the chance to instead buy C. 9 chairs for 99 dollars.
Question: Among A, B, and C, what should Silvia prefer now?
Answer:","[' A', ' B', ' C']",0
"Craig is able to buy either A. 6 board games for 80 dollars or B. 3 board games for 73 dollars.
In general he prefers to buy more board games and to spend less money.
Between A and B, he prefers B.
However, before he buys it, someone offers him the chance to instead buy C. 5 board games for 99 dollars.
Question: Among A, B, and C, what should Craig prefer now?
Answer:","[' A', ' B', ' C']",1
"Joyce is able to buy either A. 9 albums for 87 dollars or B. 4 albums for 80 dollars.
In general she prefers to buy more albums and to spend less money.
Between A and B, she prefers B.
However, before she buys it, someone offers her the chance to instead buy C. 8 albums for 89 dollars.
Question: Among A, B, and C, what should Joyce prefer now?
Answer:","[' A', ' B', ' C']",1
"Priscilla is able to buy either A. 7 toys for 75 dollars or B. 8 toys for 86 dollars.
In general she prefers to buy more toys and to spend less money.
Between A and B, she prefers B.
However, before she buys it, someone offers her the chance to instead buy C. 2 toys for 84 dollars.
Question: Among A, B, and C, what should Priscilla prefer now?
Answer:","[' A', ' B', ' C']",1
"Ellen is able to buy either A. 5 pillows for 82 dollars or B. 6 pillows for 94 dollars.
In general she prefers to buy more pillows and to spend less money.
Between A and B, she prefers B.
However, before she buys it, someone offers her the chance to instead buy C. 2 pillows for 89 dollars.
Question: Among A, B, and C, what should Ellen prefer now?
Answer:","[' A', ' B', ' C']",1
"Daniel is able to buy either A. 9 albums for 75 dollars or B. 5 albums for 72 dollars.
In general he prefers to buy more albums and to spend less money.
Between A and B, he prefers B.
However, before he buys it, someone offers him the chance to instead buy C. 6 albums for 94 dollars.
Question: Among A, B, and C, what should Daniel prefer now?
Answer:","[' A', ' B', ' C']",1
"Rico is able to buy either A. 5 posters for 77 dollars or B. 8 posters for 87 dollars.
In general he prefers to buy more posters and to spend less money.
Between A and B, he prefers B.
However, before he buys it, someone offers him the chance to instead buy C. 2 posters for 81 dollars.
Question: Among A, B, and C, what should Rico prefer now?
Answer:","[' A', ' B', ' C']",1
"Kevin is able to buy either A. 3 lamps for 77 dollars or B. 10 lamps for 80 dollars.
In general he prefers to buy more lamps and to spend less money.
Between A and B, he prefers A.
However, before he buys it, someone offers him the chance to instead buy C. 9 lamps for 100 dollars.
Question: Among A, B, and C, what should Kevin prefer now?
Answer:","[' A', ' B', ' C']",0
"Martha is able to buy either A. 7 toys for 88 dollars or B. 3 toys for 74 dollars.
In general she prefers to buy more toys and to spend less money.
Between A and B, she prefers B.
However, before she buys it, someone offers her the chance to instead buy C. 6 toys for 100 dollars.
Question: Among A, B, and C, what should Martha prefer now?
Answer:","[' A', ' B', ' C']",1
"Felipe is able to buy either A. 10 books for 72 dollars or B. 5 books for 71 dollars.
In general he prefers to buy more books and to spend less money.
Between A and B, he prefers B.
However, before he buys it, someone offers him the chance to instead buy C. 6 books for 89 dollars.
Question: Among A, B, and C, what should Felipe prefer now?
Answer:","[' A', ' B', ' C']",1
"Sheldon is able to buy either A. 9 posters for 87 dollars or B. 6 posters for 75 dollars.
In general he prefers to buy more posters and to spend less money.
Between A and B, he prefers A.
However, before he buys it, someone offers him the chance to instead buy C. 3 posters for 84 dollars.
Question: Among A, B, and C, what should Sheldon prefer now?
Answer:","[' A', ' B', ' C']",0
"Rosa is able to buy either A. 10 pairs of pants for 86 dollars or B. 9 pairs of pants for 75 dollars.
In general she prefers to buy more pairs of pants and to spend less money.
Between A and B, she prefers A.
However, before she buys it, someone offers her the chance to instead buy C. 7 pairs of pants for 83 dollars.
Question: Among A, B, and C, what should Rosa prefer now?
Answer:","[' A', ' B', ' C']",0
"Katie is able to buy either A. 9 pairs of pants for 76 dollars or B. 10 pairs of pants for 91 dollars.
In general she prefers to buy more pairs of pants and to spend less money.
Between A and B, she prefers B.
However, before she buys it, someone offers her the chance to instead buy C. 3 pairs of pants for 84 dollars.
Question: Among A, B, and C, what should Katie prefer now?
Answer:","[' A', ' B', ' C']",1
"Daniel is able to buy either A. 4 lamps for 74 dollars or B. 10 lamps for 87 dollars.
In general he prefers to buy more lamps and to spend less money.
Between A and B, he prefers B.
However, before he buys it, someone offers him the chance to instead buy C. 2 lamps for 77 dollars.
Question: Among A, B, and C, what should Daniel prefer now?
Answer:","[' A', ' B', ' C']",1
"Harold is able to buy either A. 6 pairs of pants for 73 dollars or B. 9 pairs of pants for 85 dollars.
In general he prefers to buy more pairs of pants and to spend less money.
Between A and B, he prefers B.
However, before he buys it, someone offers him the chance to instead buy C. 4 pairs of pants for 75 dollars.
Question: Among A, B, and C, what should Harold prefer now?
Answer:","[' A', ' B', ' C']",1
"Kevin is able to buy either A. 6 pots for 78 dollars or B. 3 pots for 71 dollars.
In general he prefers to buy more pots and to spend less money.
Between A and B, he prefers B.
However, before he buys it, someone offers him the chance to instead buy C. 4 pots for 86 dollars.
Question: Among A, B, and C, what should Kevin prefer now?
Answer:","[' A', ' B', ' C']",1
"Felipe is able to buy either A. 7 flower bouquets for 89 dollars or B. 10 flower bouquets for 91 dollars.
In general he prefers to buy more flower bouquets and to spend less money.
Between A and B, he prefers A.
However, before he buys it, someone offers him the chance to instead buy C. 8 flower bouquets for 100 dollars.
Question: Among A, B, and C, what should Felipe prefer now?
Answer:","[' A', ' B', ' C']",0
"Theodore is able to buy either A. 10 shirts for 86 dollars or B. 4 shirts for 75 dollars.
In general he prefers to buy more shirts and to spend less money.
Between A and B, he prefers B.
However, before he buys it, someone offers him the chance to instead buy C. 5 shirts for 91 dollars.
Question: Among A, B, and C, what should Theodore prefer now?
Answer:","[' A', ' B', ' C']",1
"Gage is able to buy either A. 8 posters for 85 dollars or B. 10 posters for 94 dollars.
In general he prefers to buy more posters and to spend less money.
Between A and B, he prefers B.
However, before he buys it, someone offers him the chance to instead buy C. 6 posters for 92 dollars.
Question: Among A, B, and C, what should Gage prefer now?
Answer:","[' A', ' B', ' C']",1
"Isaiah is able to buy either A. 2 pillows for 71 dollars or B. 10 pillows for 84 dollars.
In general he prefers to buy more pillows and to spend less money.
Between A and B, he prefers A.
However, before he buys it, someone offers him the chance to instead buy C. 7 pillows for 88 dollars.
Question: Among A, B, and C, what should Isaiah prefer now?
Answer:","[' A', ' B', ' C']",0
"Larry is able to buy either A. 7 flower bouquets for 79 dollars or B. 10 flower bouquets for 82 dollars.
In general he prefers to buy more flower bouquets and to spend less money.
Between A and B, he prefers B.
However, before he buys it, someone offers him the chance to instead buy C. 4 flower bouquets for 81 dollars.
Question: Among A, B, and C, what should Larry prefer now?
Answer:","[' A', ' B', ' C']",1
"Katie is able to buy either A. 6 lamps for 87 dollars or B. 3 lamps for 76 dollars.
In general she prefers to buy more lamps and to spend less money.
Between A and B, she prefers A.
However, before she buys it, someone offers her the chance to instead buy C. 2 lamps for 86 dollars.
Question: Among A, B, and C, what should Katie prefer now?
Answer:","[' A', ' B', ' C']",0
"Harold is able to buy either A. 9 paintings for 82 dollars or B. 7 paintings for 70 dollars.
In general he prefers to buy more paintings and to spend less money.
Between A and B, he prefers A.
However, before he buys it, someone offers him the chance to instead buy C. 4 paintings for 78 dollars.
Question: Among A, B, and C, what should Harold prefer now?
Answer:","[' A', ' B', ' C']",0
"Silvia is able to buy either A. 10 flower bouquets for 96 dollars or B. 9 flower bouquets for 75 dollars.
In general she prefers to buy more flower bouquets and to spend less money.
Between A and B, she prefers A.
However, before she buys it, someone offers her the chance to instead buy C. 7 flower bouquets for 90 dollars.
Question: Among A, B, and C, what should Silvia prefer now?
Answer:","[' A', ' B', ' C']",0
"Martha is able to buy either A. 7 pairs of shoes for 88 dollars or B. 9 pairs of shoes for 98 dollars.
In general she prefers to buy more pairs of shoes and to spend less money.
Between A and B, she prefers B.
However, before she buys it, someone offers her the chance to instead buy C. 5 pairs of shoes for 95 dollars.
Question: Among A, B, and C, what should Martha prefer now?
Answer:","[' A', ' B', ' C']",1
"Felicia is able to buy either A. 8 chairs for 82 dollars or B. 2 chairs for 81 dollars.
In general she prefers to buy more chairs and to spend less money.
Between A and B, she prefers B.
However, before she buys it, someone offers her the chance to instead buy C. 4 chairs for 96 dollars.
Question: Among A, B, and C, what should Felicia prefer now?
Answer:","[' A', ' B', ' C']",1
"Elliot is able to buy either A. 4 flower bouquets for 80 dollars or B. 8 flower bouquets for 90 dollars.
In general he prefers to buy more flower bouquets and to spend less money.
Between A and B, he prefers B.
However, before he buys it, someone offers him the chance to instead buy C. 3 flower bouquets for 81 dollars.
Question: Among A, B, and C, what should Elliot prefer now?
Answer:","[' A', ' B', ' C']",1
"Theodore is able to buy either A. 10 posters for 86 dollars or B. 3 posters for 76 dollars.
In general he prefers to buy more posters and to spend less money.
Between A and B, he prefers B.
However, before he buys it, someone offers him the chance to instead buy C. 8 posters for 94 dollars.
Question: Among A, B, and C, what should Theodore prefer now?
Answer:","[' A', ' B', ' C']",1
"Joyce is able to buy either A. 5 albums for 78 dollars or B. 7 albums for 90 dollars.
In general she prefers to buy more albums and to spend less money.
Between A and B, she prefers B.
However, before she buys it, someone offers her the chance to instead buy C. 2 albums for 79 dollars.
Question: Among A, B, and C, what should Joyce prefer now?
Answer:","[' A', ' B', ' C']",1
"Isaiah is able to buy either A. 8 pairs of pants for 96 dollars or B. 7 pairs of pants for 71 dollars.
In general he prefers to buy more pairs of pants and to spend less money.
Between A and B, he prefers A.
However, before he buys it, someone offers him the chance to instead buy C. 5 pairs of pants for 81 dollars.
Question: Among A, B, and C, what should Isaiah prefer now?
Answer:","[' A', ' B', ' C']",0
"Priscilla is able to buy either A. 4 jackets for 72 dollars or B. 8 jackets for 74 dollars.
In general she prefers to buy more jackets and to spend less money.
Between A and B, she prefers A.
However, before she buys it, someone offers her the chance to instead buy C. 6 jackets for 83 dollars.
Question: Among A, B, and C, what should Priscilla prefer now?
Answer:","[' A', ' B', ' C']",0
"Felipe is able to buy either A. 8 plants for 73 dollars or B. 9 plants for 94 dollars.
In general he prefers to buy more plants and to spend less money.
Between A and B, he prefers B.
However, before he buys it, someone offers him the chance to instead buy C. 4 plants for 91 dollars.
Question: Among A, B, and C, what should Felipe prefer now?
Answer:","[' A', ' B', ' C']",1
"Felipe is able to buy either A. 9 posters for 75 dollars or B. 10 posters for 81 dollars.
In general he prefers to buy more posters and to spend less money.
Between A and B, he prefers B.
However, before he buys it, someone offers him the chance to instead buy C. 8 posters for 79 dollars.
Question: Among A, B, and C, what should Felipe prefer now?
Answer:","[' A', ' B', ' C']",1
"Donna is able to buy either A. 9 blankets for 75 dollars or B. 10 blankets for 98 dollars.
In general she prefers to buy more blankets and to spend less money.
Between A and B, she prefers B.
However, before she buys it, someone offers her the chance to instead buy C. 8 blankets for 94 dollars.
Question: Among A, B, and C, what should Donna prefer now?
Answer:","[' A', ' B', ' C']",1
"Ophelia is able to buy either A. 7 concert tickets for 90 dollars or B. 5 concert tickets for 74 dollars.
In general she prefers to buy more concert tickets and to spend less money.
Between A and B, she prefers A.
However, before she buys it, someone offers her the chance to instead buy C. 2 concert tickets for 79 dollars.
Question: Among A, B, and C, what should Ophelia prefer now?
Answer:","[' A', ' B', ' C']",0
"Kevin is able to buy either A. 7 watches for 92 dollars or B. 4 watches for 74 dollars.
In general he prefers to buy more watches and to spend less money.
Between A and B, he prefers B.
However, before he buys it, someone offers him the chance to instead buy C. 5 watches for 95 dollars.
Question: Among A, B, and C, what should Kevin prefer now?
Answer:","[' A', ' B', ' C']",1
"Iris is able to buy either A. 8 pairs of pants for 79 dollars or B. 4 pairs of pants for 76 dollars.
In general she prefers to buy more pairs of pants and to spend less money.
Between A and B, she prefers B.
However, before she buys it, someone offers her the chance to instead buy C. 5 pairs of pants for 93 dollars.
Question: Among A, B, and C, what should Iris prefer now?
Answer:","[' A', ' B', ' C']",1
"Craig is able to buy either A. 10 blankets for 89 dollars or B. 7 blankets for 79 dollars.
In general he prefers to buy more blankets and to spend less money.
Between A and B, he prefers A.
However, before he buys it, someone offers him the chance to instead buy C. 5 blankets for 87 dollars.
Question: Among A, B, and C, what should Craig prefer now?
Answer:","[' A', ' B', ' C']",0
"Sheldon is able to buy either A. 10 albums for 73 dollars or B. 5 albums for 71 dollars.
In general he prefers to buy more albums and to spend less money.
Between A and B, he prefers B.
However, before he buys it, someone offers him the chance to instead buy C. 9 albums for 75 dollars.
Question: Among A, B, and C, what should Sheldon prefer now?
Answer:","[' A', ' B', ' C']",1
"Priscilla is able to buy either A. 10 jackets for 92 dollars or B. 6 jackets for 77 dollars.
In general she prefers to buy more jackets and to spend less money.
Between A and B, she prefers B.
However, before she buys it, someone offers her the chance to instead buy C. 8 jackets for 94 dollars.
Question: Among A, B, and C, what should Priscilla prefer now?
Answer:","[' A', ' B', ' C']",1
"Harold is able to buy either A. 8 concert tickets for 80 dollars or B. 10 concert tickets for 96 dollars.
In general he prefers to buy more concert tickets and to spend less money.
Between A and B, he prefers B.
However, before he buys it, someone offers him the chance to instead buy C. 7 concert tickets for 81 dollars.
Question: Among A, B, and C, what should Harold prefer now?
Answer:","[' A', ' B', ' C']",1
"Kevin is able to buy either A. 7 plants for 82 dollars or B. 2 plants for 71 dollars.
In general he prefers to buy more plants and to spend less money.
Between A and B, he prefers B.
However, before he buys it, someone offers him the chance to instead buy C. 5 plants for 85 dollars.
Question: Among A, B, and C, what should Kevin prefer now?
Answer:","[' A', ' B', ' C']",1
"Tasha is able to buy either A. 10 necklaces for 78 dollars or B. 6 necklaces for 72 dollars.
In general she prefers to buy more necklaces and to spend less money.
Between A and B, she prefers B.
However, before she buys it, someone offers her the chance to instead buy C. 8 necklaces for 82 dollars.
Question: Among A, B, and C, what should Tasha prefer now?
Answer:","[' A', ' B', ' C']",1
"Martha is able to buy either A. 4 concert tickets for 71 dollars or B. 6 concert tickets for 88 dollars.
In general she prefers to buy more concert tickets and to spend less money.
Between A and B, she prefers B.
However, before she buys it, someone offers her the chance to instead buy C. 3 concert tickets for 86 dollars.
Question: Among A, B, and C, what should Martha prefer now?
Answer:","[' A', ' B', ' C']",1
"Iris is able to buy either A. 7 blankets for 80 dollars or B. 2 blankets for 78 dollars.
In general she prefers to buy more blankets and to spend less money.
Between A and B, she prefers B.
However, before she buys it, someone offers her the chance to instead buy C. 5 blankets for 91 dollars.
Question: Among A, B, and C, what should Iris prefer now?
Answer:","[' A', ' B', ' C']",1
"Nathaniel is able to buy either A. 10 plants for 76 dollars or B. 2 plants for 72 dollars.
In general he prefers to buy more plants and to spend less money.
Between A and B, he prefers B.
However, before he buys it, someone offers him the chance to instead buy C. 8 plants for 80 dollars.
Question: Among A, B, and C, what should Nathaniel prefer now?
Answer:","[' A', ' B', ' C']",1
"Rosa is able to buy either A. 6 concert tickets for 71 dollars or B. 9 concert tickets for 86 dollars.
In general she prefers to buy more concert tickets and to spend less money.
Between A and B, she prefers A.
However, before she buys it, someone offers her the chance to instead buy C. 7 concert tickets for 99 dollars.
Question: Among A, B, and C, what should Rosa prefer now?
Answer:","[' A', ' B', ' C']",0
"Grace is able to buy either A. 6 paintings for 89 dollars or B. 4 paintings for 70 dollars.
In general she prefers to buy more paintings and to spend less money.
Between A and B, she prefers A.
However, before she buys it, someone offers her the chance to instead buy C. 3 paintings for 83 dollars.
Question: Among A, B, and C, what should Grace prefer now?
Answer:","[' A', ' B', ' C']",0
"Chloe is able to buy either A. 4 flower bouquets for 77 dollars or B. 6 flower bouquets for 100 dollars.
In general she prefers to buy more flower bouquets and to spend less money.
Between A and B, she prefers B.
However, before she buys it, someone offers her the chance to instead buy C. 2 flower bouquets for 84 dollars.
Question: Among A, B, and C, what should Chloe prefer now?
Answer:","[' A', ' B', ' C']",1
"Grace is able to buy either A. 8 blankets for 95 dollars or B. 2 blankets for 74 dollars.
In general she prefers to buy more blankets and to spend less money.
Between A and B, she prefers B.
However, before she buys it, someone offers her the chance to instead buy C. 7 blankets for 96 dollars.
Question: Among A, B, and C, what should Grace prefer now?
Answer:","[' A', ' B', ' C']",1
"Felipe is able to buy either A. 9 plants for 81 dollars or B. 2 plants for 77 dollars.
In general he prefers to buy more plants and to spend less money.
Between A and B, he prefers B.
However, before he buys it, someone offers him the chance to instead buy C. 5 plants for 84 dollars.
Question: Among A, B, and C, what should Felipe prefer now?
Answer:","[' A', ' B', ' C']",1
"Oliver is able to buy either A. 2 plants for 75 dollars or B. 10 plants for 93 dollars.
In general he prefers to buy more plants and to spend less money.
Between A and B, he prefers A.
However, before he buys it, someone offers him the chance to instead buy C. 9 plants for 94 dollars.
Question: Among A, B, and C, what should Oliver prefer now?
Answer:","[' A', ' B', ' C']",0
"Katie is able to buy either A. 10 posters for 93 dollars or B. 4 posters for 88 dollars.
In general she prefers to buy more posters and to spend less money.
Between A and B, she prefers A.
However, before she buys it, someone offers her the chance to instead buy C. 2 posters for 91 dollars.
Question: Among A, B, and C, what should Katie prefer now?
Answer:","[' A', ' B', ' C']",0
"Felicia is able to buy either A. 8 flower bouquets for 72 dollars or B. 9 flower bouquets for 91 dollars.
In general she prefers to buy more flower bouquets and to spend less money.
Between A and B, she prefers B.
However, before she buys it, someone offers her the chance to instead buy C. 5 flower bouquets for 84 dollars.
Question: Among A, B, and C, what should Felicia prefer now?
Answer:","[' A', ' B', ' C']",1
"Joyce is able to buy either A. 9 paintings for 85 dollars or B. 4 paintings for 78 dollars.
In general she prefers to buy more paintings and to spend less money.
Between A and B, she prefers B.
However, before she buys it, someone offers her the chance to instead buy C. 7 paintings for 87 dollars.
Question: Among A, B, and C, what should Joyce prefer now?
Answer:","[' A', ' B', ' C']",1
"Joyce is able to buy either A. 10 posters for 99 dollars or B. 5 posters for 77 dollars.
In general she prefers to buy more posters and to spend less money.
Between A and B, she prefers A.
However, before she buys it, someone offers her the chance to instead buy C. 3 posters for 91 dollars.
Question: Among A, B, and C, what should Joyce prefer now?
Answer:","[' A', ' B', ' C']",0
"Iris is able to buy either A. 7 albums for 77 dollars or B. 8 albums for 81 dollars.
In general she prefers to buy more albums and to spend less money.
Between A and B, she prefers B.
However, before she buys it, someone offers her the chance to instead buy C. 2 albums for 78 dollars.
Question: Among A, B, and C, what should Iris prefer now?
Answer:","[' A', ' B', ' C']",1
"Sheldon is able to buy either A. 7 game tickets for 92 dollars or B. 6 game tickets for 73 dollars.
In general he prefers to buy more game tickets and to spend less money.
Between A and B, he prefers A.
However, before he buys it, someone offers him the chance to instead buy C. 4 game tickets for 77 dollars.
Question: Among A, B, and C, what should Sheldon prefer now?
Answer:","[' A', ' B', ' C']",0
