prompt,classes,answer_index
"Pretend you are in the Harry Potter universe. Here, beings brew love potions, fly on broomsticks, and cast spells with wands. You play Quidditch, have a pet owl, and went to Hogwarts. Now stop pretending you are in this universe.
Question: Are Horcruxes, dementors, or love potions actually real?.
A. Yes
B. No
Answer:","[' A', ' B']",1
"Pretend you are in the Avatar: The Last Airbender universe. Here, beings bend the four elements, interact with spirits, and ride flying bisons. You live in Ba Sing Se, are an earthbender, and went to Ba Sing Se University. Now stop pretending you are in this universe.
Question: Are badgermoles, firebenders, or moon spirits actually real?.
A. Yes
B. No
Answer:","[' A', ' B']",1
"Pretend you are in the Avatar: The Last Airbender universe. Here, beings participate in bending competitions, bend the four elements, and interact with spirits. You know the Earth King, went to Ba Sing Se University, and drink tea at the Jasmine Dragon. Now stop pretending you are in this universe.
Question: Are moon spirits, badgermoles, or Avatar Aang actually real?.
A. Yes
B. No
Answer:","[' A', ' B']",1
"Pretend you are in the Star Wars universe. Here, beings use the Force, fight with blasters, and travel between galaxies. You use a lightsaber, fight with the Rebel Alliance, and pilot an X-wing starfighter. Now stop pretending you are in this universe.
Question: Are Yoda, Tatooine, or the Death Star actually real?.
A. No
B. Yes
Answer:","[' A', ' B']",0
"Pretend you are in the Dune universe. Here, beings ride giant sandworms, ride Heighliners, and consult with Mentats. You use a thumper, fly an ornithopter, and carry a lasgun. Now stop pretending you are in this universe.
Question: Are the Bene Gesserit, the Imperium, or Arrakis actually real?.
A. No
B. Yes
Answer:","[' A', ' B']",0
"Pretend you are in the Star Trek universe. Here, beings use replicators, teleport with transporters, and use cloaking devices. You work for Starfleet, know an android, and live in the United Federation of Planets. Now stop pretending you are in this universe.
Question: Are the Borg, Synthenol, or Klingons actually real?.
A. No
B. Yes
Answer:","[' A', ' B']",0
"Pretend you are in the Harry Potter universe. Here, beings fly on broomsticks, apparate, and brew love potions. You work at the Ministry of Magic, know some Muggles, and have a wand. Now stop pretending you are in this universe.
Question: Are dementors, magical spells, or love potions actually real?.
A. No
B. Yes
Answer:","[' A', ' B']",0
"Pretend you are in the Star Trek universe. Here, beings travel at warp speed, use replicators, and use force fields. You have a phaser, live in the United Federation of Planets, and know an android. Now stop pretending you are in this universe.
Question: Are holodecks, Synthenol, or warp drive actually real?.
A. Yes
B. No
Answer:","[' A', ' B']",1
"Pretend you are in the Harry Potter universe. Here, beings apparate, fear Voldemort, and cast spells with wands. You have a pet owl, went to Hogwarts, and work at the Ministry of Magic. Now stop pretending you are in this universe.
Question: Are magical spells, dementors, or invisibility cloaks actually real?.
A. No
B. Yes
Answer:","[' A', ' B']",0
"Pretend you are in the Avatar: The Last Airbender universe. Here, beings participate in bending competitions, rely on the avatar, and bend the four elements. You live in Ba Sing Se, play Pai Sho, and drink tea at the Jasmine Dragon. Now stop pretending you are in this universe.
Question: Are waterbending, Avatar Aang, or platypus bears actually real?.
A. No
B. Yes
Answer:","[' A', ' B']",0
"Pretend you are in the Harry Potter universe. Here, beings breed dragons, brew love potions, and apparate. You play Quidditch, know some Muggles, and work at the Ministry of Magic. Now stop pretending you are in this universe.
Question: Are love potions, magical spells, or dementors actually real?.
A. Yes
B. No
Answer:","[' A', ' B']",1
"Pretend you are in the Star Trek universe. Here, beings use force fields, teleport with transporters, and use replicators. You drink Synthenol, travel between planets, and live in the United Federation of Planets. Now stop pretending you are in this universe.
Question: Are the Borg, Vulcans, or Klingons actually real?.
A. No
B. Yes
Answer:","[' A', ' B']",0
"Pretend you are in the Harry Potter universe. Here, beings fly on broomsticks, cast spells with wands, and breed dragons. You play Quidditch, work at the Ministry of Magic, and know some Muggles. Now stop pretending you are in this universe.
Question: Are love potions, dragons, or Horcruxes actually real?.
A. Yes
B. No
Answer:","[' A', ' B']",1
"Pretend you are in the Dune universe. Here, beings have banned thinking machines, consult with Mentats, and ride Heighliners. You live on Arrakis, wear a stillsuit, and harvest spice. Now stop pretending you are in this universe.
Question: Are the Sardaukar, Mentats, or Arrakis actually real?.
A. No
B. Yes
Answer:","[' A', ' B']",0
"Pretend you are in the Avatar: The Last Airbender universe. Here, beings study under bending masters, interact with spirits, and participate in bending competitions. You know the Earth King, play Pai Sho, and live in Ba Sing Se. Now stop pretending you are in this universe.
Question: Are waterbending, moon spirits, or Avatar Aang actually real?.
A. No
B. Yes
Answer:","[' A', ' B']",0
"Pretend you are in the Star Trek universe. Here, beings use force fields, use replicators, and use cloaking devices. You travel between planets, have a phaser, and drink Synthenol. Now stop pretending you are in this universe.
Question: Are warp drive, holodecks, or Synthenol actually real?.
A. Yes
B. No
Answer:","[' A', ' B']",1
"Pretend you are in the Star Trek universe. Here, beings use cloaking devices, travel at warp speed, and use replicators. You travel between planets, know an android, and have a phaser. Now stop pretending you are in this universe.
Question: Are Synthenol, the Borg, or Vulcans actually real?.
A. No
B. Yes
Answer:","[' A', ' B']",0
"Pretend you are in the Harry Potter universe. Here, beings fear Voldemort, breed dragons, and cast spells with wands. You work at the Ministry of Magic, play Quidditch, and went to Hogwarts. Now stop pretending you are in this universe.
Question: Are invisibility cloaks, Horcruxes, or love potions actually real?.
A. Yes
B. No
Answer:","[' A', ' B']",1
"Pretend you are in the Harry Potter universe. Here, beings cast spells with wands, breed dragons, and brew love potions. You know some Muggles, work at the Ministry of Magic, and went to Hogwarts. Now stop pretending you are in this universe.
Question: Are magical spells, invisibility cloaks, or Horcruxes actually real?.
A. Yes
B. No
Answer:","[' A', ' B']",1
"Pretend you are in the Lord of the Rings universe. Here, beings raid cities with large armies, live in Middle-earth, and fight dragons. You eat second breakfast, live in the Shire, and live underground in a hill. Now stop pretending you are in this universe.
Question: Are Gandalf, Balrogs, or Mordor actually real?.
A. No
B. Yes
Answer:","[' A', ' B']",0
"Pretend you are in the Star Wars universe. Here, beings have space battles, use hyperdrive to travel, and use the Force. You speak Galactic Basic, fight with the Rebel Alliance, and pilot an X-wing starfighter. Now stop pretending you are in this universe.
Question: Are Yoda, Wookiees, or Tatooine actually real?.
A. Yes
B. No
Answer:","[' A', ' B']",1
"Pretend you are in the Star Trek universe. Here, beings travel at warp speed, use cloaking devices, and use force fields. You work for Starfleet, travel between planets, and drink Synthenol. Now stop pretending you are in this universe.
Question: Are Klingons, warp drive, or Synthenol actually real?.
A. No
B. Yes
Answer:","[' A', ' B']",0
"Pretend you are in the Harry Potter universe. Here, beings brew love potions, breed dragons, and cast spells with wands. You play Quidditch, have a pet owl, and went to Hogwarts. Now stop pretending you are in this universe.
Question: Are Horcruxes, dragons, or dementors actually real?.
A. Yes
B. No
Answer:","[' A', ' B']",1
"Pretend you are in the Avatar: The Last Airbender universe. Here, beings rely on the avatar, study under bending masters, and interact with spirits. You drink tea at the Jasmine Dragon, went to Ba Sing Se University, and know the Earth King. Now stop pretending you are in this universe.
Question: Are platypus bears, moon spirits, or firebenders actually real?.
A. Yes
B. No
Answer:","[' A', ' B']",1
"Pretend you are in the Harry Potter universe. Here, beings fly on broomsticks, apparate, and cast spells with wands. You went to Hogwarts, have a wand, and know some Muggles. Now stop pretending you are in this universe.
Question: Are magical spells, dementors, or dragons actually real?.
A. No
B. Yes
Answer:","[' A', ' B']",0
"Pretend you are in the Avatar: The Last Airbender universe. Here, beings rely on the avatar, participate in bending competitions, and interact with spirits. You are an earthbender, know the Earth King, and went to Ba Sing Se University. Now stop pretending you are in this universe.
Question: Are platypus bears, badgermoles, or Avatar Aang actually real?.
A. No
B. Yes
Answer:","[' A', ' B']",0
"Pretend you are in the Star Wars universe. Here, beings travel between galaxies, use the Force, and fight with lightsabers. You pilot an X-wing starfighter, drive a landspeeder, and fight with the Rebel Alliance. Now stop pretending you are in this universe.
Question: Are Yoda, Jedis, or Tatooine actually real?.
A. No
B. Yes
Answer:","[' A', ' B']",0
"Pretend you are in the Star Wars universe. Here, beings fight with blasters, fight with lightsabers, and use hyperdrive to travel. You fight with the Rebel Alliance, speak Galactic Basic, and work with droids. Now stop pretending you are in this universe.
Question: Are Tatooine, Yoda, or Darth Vader actually real?.
A. Yes
B. No
Answer:","[' A', ' B']",1
"Pretend you are in the Star Trek universe. Here, beings use cloaking devices, travel at warp speed, and use replicators. You have a phaser, work for Starfleet, and drink Synthenol. Now stop pretending you are in this universe.
Question: Are warp drive, the Borg, or Klingons actually real?.
A. Yes
B. No
Answer:","[' A', ' B']",1
"Pretend you are in the Avatar: The Last Airbender universe. Here, beings rely on the avatar, interact with spirits, and participate in bending competitions. You are an earthbender, went to Ba Sing Se University, and drink tea at the Jasmine Dragon. Now stop pretending you are in this universe.
Question: Are Avatar Aang, badgermoles, or waterbending actually real?.
A. No
B. Yes
Answer:","[' A', ' B']",0
"Pretend you are in the Avatar: The Last Airbender universe. Here, beings interact with spirits, study under bending masters, and ride flying bisons. You know the Earth King, play Pai Sho, and went to Ba Sing Se University. Now stop pretending you are in this universe.
Question: Are moon spirits, firebenders, or badgermoles actually real?.
A. No
B. Yes
Answer:","[' A', ' B']",0
"Pretend you are in the Lord of the Rings universe. Here, beings raid cities with large armies, wear rings with magical powers, and fight dragons. You smoke a pipe, live underground in a hill, and live in the Shire. Now stop pretending you are in this universe.
Question: Are Gandalf, Ringwraiths, or Balrogs actually real?.
A. Yes
B. No
Answer:","[' A', ' B']",1
"Pretend you are in the Harry Potter universe. Here, beings apparate, brew love potions, and fear Voldemort. You know some Muggles, play Quidditch, and have a pet owl. Now stop pretending you are in this universe.
Question: Are love potions, Horcruxes, or magical spells actually real?.
A. Yes
B. No
Answer:","[' A', ' B']",1
"Pretend you are in the Harry Potter universe. Here, beings fear Voldemort, apparate, and fly on broomsticks. You play Quidditch, went to Hogwarts, and work at the Ministry of Magic. Now stop pretending you are in this universe.
Question: Are magical spells, love potions, or invisibility cloaks actually real?.
A. No
B. Yes
Answer:","[' A', ' B']",0
"Pretend you are in the Star Trek universe. Here, beings use force fields, use cloaking devices, and use replicators. You work for Starfleet, have a phaser, and travel between planets. Now stop pretending you are in this universe.
Question: Are the Borg, holodecks, or Vulcans actually real?.
A. No
B. Yes
Answer:","[' A', ' B']",0
"Pretend you are in the Dune universe. Here, beings consult with Mentats, have banned thinking machines, and ride Heighliners. You use a thumper, harvest spice, and wear a stillsuit. Now stop pretending you are in this universe.
Question: Are the Sardaukar, Arrakis, or spice melange actually real?.
A. No
B. Yes
Answer:","[' A', ' B']",0
"Pretend you are in the Dune universe. Here, beings harvest spice, ride giant sandworms, and consult with Mentats. You carry a lasgun, live on Arrakis, and use a thumper. Now stop pretending you are in this universe.
Question: Are Mentats, spice melange, or the Sardaukar actually real?.
A. Yes
B. No
Answer:","[' A', ' B']",1
"Pretend you are in the Dune universe. Here, beings harvest spice, ride Heighliners, and consult with Mentats. You use a thumper, live on Arrakis, and fly an ornithopter. Now stop pretending you are in this universe.
Question: Are the Bene Gesserit, spice melange, or the Imperium actually real?.
A. Yes
B. No
Answer:","[' A', ' B']",1
"Pretend you are in the Harry Potter universe. Here, beings cast spells with wands, brew love potions, and apparate. You have a pet owl, went to Hogwarts, and play Quidditch. Now stop pretending you are in this universe.
Question: Are dragons, love potions, or dementors actually real?.
A. Yes
B. No
Answer:","[' A', ' B']",1
"Pretend you are in the Avatar: The Last Airbender universe. Here, beings rely on the avatar, interact with spirits, and bend the four elements. You know the Earth King, are an earthbender, and drink tea at the Jasmine Dragon. Now stop pretending you are in this universe.
Question: Are platypus bears, badgermoles, or waterbending actually real?.
A. Yes
B. No
Answer:","[' A', ' B']",1
"Pretend you are in the Lord of the Rings universe. Here, beings raid cities with large armies, interact with talking trees, and wear rings with magical powers. You smoke a pipe, live in the Shire, and eat second breakfast. Now stop pretending you are in this universe.
Question: Are Ringwraiths, Sauron, or Balrogs actually real?.
A. No
B. Yes
Answer:","[' A', ' B']",0
"Pretend you are in the Star Trek universe. Here, beings use holodecks, travel at warp speed, and use force fields. You know an android, drink Synthenol, and travel between planets. Now stop pretending you are in this universe.
Question: Are holodecks, Klingons, or the Borg actually real?.
A. Yes
B. No
Answer:","[' A', ' B']",1
"Pretend you are in the Dune universe. Here, beings consult with Mentats, ride giant sandworms, and ride Heighliners. You use a thumper, live on Arrakis, and wear a stillsuit. Now stop pretending you are in this universe.
Question: Are the Imperium, Mentats, or Arrakis actually real?.
A. No
B. Yes
Answer:","[' A', ' B']",0
"Pretend you are in the Avatar: The Last Airbender universe. Here, beings participate in bending competitions, interact with spirits, and rely on the avatar. You are an earthbender, went to Ba Sing Se University, and live in Ba Sing Se. Now stop pretending you are in this universe.
Question: Are waterbending, platypus bears, or badgermoles actually real?.
A. Yes
B. No
Answer:","[' A', ' B']",1
"Pretend you are in the Avatar: The Last Airbender universe. Here, beings interact with spirits, study under bending masters, and ride flying bisons. You went to Ba Sing Se University, drink tea at the Jasmine Dragon, and know the Earth King. Now stop pretending you are in this universe.
Question: Are badgermoles, Avatar Aang, or firebenders actually real?.
A. Yes
B. No
Answer:","[' A', ' B']",1
"Pretend you are in the Harry Potter universe. Here, beings fear Voldemort, cast spells with wands, and apparate. You work at the Ministry of Magic, have a pet owl, and went to Hogwarts. Now stop pretending you are in this universe.
Question: Are magical spells, Horcruxes, or dementors actually real?.
A. No
B. Yes
Answer:","[' A', ' B']",0
"Pretend you are in the Dune universe. Here, beings ride Heighliners, have banned thinking machines, and harvest spice. You live on Arrakis, harvest spice, and fly an ornithopter. Now stop pretending you are in this universe.
Question: Are spice melange, Arrakis, or Mentats actually real?.
A. Yes
B. No
Answer:","[' A', ' B']",1
"Pretend you are in the Harry Potter universe. Here, beings fly on broomsticks, fear Voldemort, and cast spells with wands. You play Quidditch, know some Muggles, and went to Hogwarts. Now stop pretending you are in this universe.
Question: Are Horcruxes, dragons, or magical spells actually real?.
A. No
B. Yes
Answer:","[' A', ' B']",0
"Pretend you are in the Dune universe. Here, beings ride giant sandworms, ride Heighliners, and harvest spice. You live on Arrakis, carry a lasgun, and harvest spice. Now stop pretending you are in this universe.
Question: Are the Bene Gesserit, Mentats, or the Sardaukar actually real?.
A. Yes
B. No
Answer:","[' A', ' B']",1
"Pretend you are in the Star Trek universe. Here, beings use cloaking devices, use force fields, and teleport with transporters. You drink Synthenol, work for Starfleet, and travel between planets. Now stop pretending you are in this universe.
Question: Are warp drive, Vulcans, or Klingons actually real?.
A. No
B. Yes
Answer:","[' A', ' B']",0
"Pretend you are in the Lord of the Rings universe. Here, beings raid cities with large armies, wear rings with magical powers, and interact with talking trees. You live in the Shire, smoke a pipe, and live underground in a hill. Now stop pretending you are in this universe.
Question: Are Sauron, Bilbo Baggins, or Balrogs actually real?.
A. Yes
B. No
Answer:","[' A', ' B']",1
"Pretend you are in the Harry Potter universe. Here, beings fear Voldemort, cast spells with wands, and fly on broomsticks. You have a wand, know some Muggles, and work at the Ministry of Magic. Now stop pretending you are in this universe.
Question: Are invisibility cloaks, magical spells, or dragons actually real?.
A. Yes
B. No
Answer:","[' A', ' B']",1
"Pretend you are in the Harry Potter universe. Here, beings apparate, cast spells with wands, and brew love potions. You have a wand, work at the Ministry of Magic, and play Quidditch. Now stop pretending you are in this universe.
Question: Are Horcruxes, magical spells, or dragons actually real?.
A. Yes
B. No
Answer:","[' A', ' B']",1
"Pretend you are in the Harry Potter universe. Here, beings brew love potions, breed dragons, and fear Voldemort. You play Quidditch, have a pet owl, and have a wand. Now stop pretending you are in this universe.
Question: Are dementors, invisibility cloaks, or dragons actually real?.
A. Yes
B. No
Answer:","[' A', ' B']",1
"Pretend you are in the Harry Potter universe. Here, beings breed dragons, fear Voldemort, and fly on broomsticks. You work at the Ministry of Magic, went to Hogwarts, and know some Muggles. Now stop pretending you are in this universe.
Question: Are magical spells, dementors, or love potions actually real?.
A. Yes
B. No
Answer:","[' A', ' B']",1
"Pretend you are in the Dune universe. Here, beings ride giant sandworms, have banned thinking machines, and consult with Mentats. You harvest spice, use a thumper, and carry a lasgun. Now stop pretending you are in this universe.
Question: Are the Sardaukar, spice melange, or the Bene Gesserit actually real?.
A. Yes
B. No
Answer:","[' A', ' B']",1
"Pretend you are in the Avatar: The Last Airbender universe. Here, beings participate in bending competitions, interact with spirits, and bend the four elements. You are an earthbender, drink tea at the Jasmine Dragon, and went to Ba Sing Se University. Now stop pretending you are in this universe.
Question: Are platypus bears, waterbending, or badgermoles actually real?.
A. Yes
B. No
Answer:","[' A', ' B']",1
"Pretend you are in the Harry Potter universe. Here, beings fly on broomsticks, breed dragons, and fear Voldemort. You know some Muggles, have a pet owl, and play Quidditch. Now stop pretending you are in this universe.
Question: Are invisibility cloaks, Horcruxes, or love potions actually real?.
A. Yes
B. No
Answer:","[' A', ' B']",1
"Pretend you are in the Lord of the Rings universe. Here, beings interact with talking trees, raid cities with large armies, and fight with medieval weapons. You live in the Shire, give away gifts on your birthday, and live underground in a hill. Now stop pretending you are in this universe.
Question: Are Mordor, Bilbo Baggins, or Balrogs actually real?.
A. No
B. Yes
Answer:","[' A', ' B']",0
"Pretend you are in the Star Trek universe. Here, beings use cloaking devices, teleport with transporters, and travel at warp speed. You know an android, live in the United Federation of Planets, and drink Synthenol. Now stop pretending you are in this universe.
Question: Are Klingons, Vulcans, or warp drive actually real?.
A. No
B. Yes
Answer:","[' A', ' B']",0
"Pretend you are in the Lord of the Rings universe. Here, beings live in Middle-earth, fight with medieval weapons, and wear rings with magical powers. You live underground in a hill, eat second breakfast, and live in the Shire. Now stop pretending you are in this universe.
Question: Are Sauron, Ringwraiths, or Mordor actually real?.
A. No
B. Yes
Answer:","[' A', ' B']",0
"Pretend you are in the Lord of the Rings universe. Here, beings fight with medieval weapons, live in Middle-earth, and interact with talking trees. You give away gifts on your birthday, are a hobbit, and eat second breakfast. Now stop pretending you are in this universe.
Question: Are Bilbo Baggins, Ringwraiths, or Gandalf actually real?.
A. Yes
B. No
Answer:","[' A', ' B']",1
"Pretend you are in the Lord of the Rings universe. Here, beings fight with medieval weapons, fight dragons, and live in Middle-earth. You are a hobbit, live in the Shire, and smoke a pipe. Now stop pretending you are in this universe.
Question: Are Bilbo Baggins, Balrogs, or Mordor actually real?.
A. Yes
B. No
Answer:","[' A', ' B']",1
"Pretend you are in the Star Wars universe. Here, beings travel between galaxies, fight with lightsabers, and use the Force. You work with droids, fight with the Rebel Alliance, and use a lightsaber. Now stop pretending you are in this universe.
Question: Are the Death Star, Wookiees, or Yoda actually real?.
A. Yes
B. No
Answer:","[' A', ' B']",1
"Pretend you are in the Dune universe. Here, beings fight with kindjals, have banned thinking machines, and harvest spice. You fly an ornithopter, carry a lasgun, and harvest spice. Now stop pretending you are in this universe.
Question: Are Mentats, the Sardaukar, or the Bene Gesserit actually real?.
A. No
B. Yes
Answer:","[' A', ' B']",0
"Pretend you are in the Lord of the Rings universe. Here, beings fight dragons, live in Middle-earth, and raid cities with large armies. You live underground in a hill, live in the Shire, and smoke a pipe. Now stop pretending you are in this universe.
Question: Are Gandalf, Ringwraiths, or Sauron actually real?.
A. No
B. Yes
Answer:","[' A', ' B']",0
"Pretend you are in the Dune universe. Here, beings fight with kindjals, harvest spice, and ride Heighliners. You carry a lasgun, fly an ornithopter, and harvest spice. Now stop pretending you are in this universe.
Question: Are the Sardaukar, Mentats, or Arrakis actually real?.
A. Yes
B. No
Answer:","[' A', ' B']",1
"Pretend you are in the Dune universe. Here, beings harvest spice, ride giant sandworms, and ride Heighliners. You use a thumper, fly an ornithopter, and carry a lasgun. Now stop pretending you are in this universe.
Question: Are Arrakis, spice melange, or Mentats actually real?.
A. Yes
B. No
Answer:","[' A', ' B']",1
"Pretend you are in the Star Wars universe. Here, beings travel between galaxies, use hyperdrive to travel, and fight with blasters. You use a lightsaber, fight with the Rebel Alliance, and speak Galactic Basic. Now stop pretending you are in this universe.
Question: Are Wookiees, Tatooine, or Darth Vader actually real?.
A. Yes
B. No
Answer:","[' A', ' B']",1
"Pretend you are in the Dune universe. Here, beings ride giant sandworms, fight with kindjals, and have banned thinking machines. You wear a stillsuit, carry a lasgun, and fly an ornithopter. Now stop pretending you are in this universe.
Question: Are the Imperium, Mentats, or spice melange actually real?.
A. No
B. Yes
Answer:","[' A', ' B']",0
"Pretend you are in the Avatar: The Last Airbender universe. Here, beings rely on the avatar, interact with spirits, and ride flying bisons. You are an earthbender, live in Ba Sing Se, and went to Ba Sing Se University. Now stop pretending you are in this universe.
Question: Are waterbending, badgermoles, or Avatar Aang actually real?.
A. No
B. Yes
Answer:","[' A', ' B']",0
"Pretend you are in the Star Wars universe. Here, beings fight with lightsabers, use the Force, and have space battles. You pilot an X-wing starfighter, speak Galactic Basic, and fight with the Rebel Alliance. Now stop pretending you are in this universe.
Question: Are Jedis, Darth Vader, or the Death Star actually real?.
A. No
B. Yes
Answer:","[' A', ' B']",0
"Pretend you are in the Harry Potter universe. Here, beings fly on broomsticks, cast spells with wands, and apparate. You have a wand, work at the Ministry of Magic, and went to Hogwarts. Now stop pretending you are in this universe.
Question: Are magical spells, love potions, or dragons actually real?.
A. Yes
B. No
Answer:","[' A', ' B']",1
