prompt,classes,answer_index
"Each of the following questions has an extra letter in front of each word. Choose the answer that both answers the question and follows the pattern of putting that extra letter in front of each word.
Question: gWhat gbody gdoes gthe gEarth gorbit?
Answer:
A. gNeptune
B. Sun
C. gSun
D. Neptune
Answer: C
Question: sWhat sis sthe sopposite sof sfast?
Answer:
A. sslow
B. slow
C. quick
D. squick
Answer: A
Question: nWhat nholiday ncommonly ninvolves ntrick-or-treating?
Answer:
A. nHanukkah
B. Hanukkah
C. Halloween
D. nHalloween
Answer: D
Question: fWhat fitem fcan fone fuse fto fsee ffar foff fobjects fin fouter fspace?
Answer:
A. telescope
B. ftelescope
C. raisin
D. fraisin
Answer: B
Question: zWhat zis za zgroup zof zfish zcalled?
Answer:
A. school
B. zclub
C. zschool
D. club
Answer:","[' A', ' B', ' C', ' D']",2
"Each of the following questions has an extra letter in front of each word. Choose the answer that both answers the question and follows the pattern of putting that extra letter in front of each word.
Question: zWhere zdo zpeople zgo zto zattend zmovie zscreenings?
Answer:
A. hotels
B. ztheaters
C. theaters
D. zhotels
Answer: B
Question: mWhat mis mworld's mlongest mriver?
Answer:
A. Congo
B. mNile
C. Nile
D. mCongo
Answer: B
Question: aWhat adevice acan aa aperson awear aon ahis aor aher awrist ato atrack athe atime?
Answer:
A. router
B. arouter
C. awatch
D. watch
Answer: C
Question: vWhat vbody vdoes vthe vEarth vorbit?
Answer:
A. vSun
B. Pluto
C. Sun
D. vPluto
Answer: A
Question: nWhat ncolor nis nan norange?
Answer:
A. gray
B. orange
C. ngray
D. norange
Answer:","[' A', ' B', ' C', ' D']",3
"Each of the following questions has an extra letter in front of each word. Choose the answer that both answers the question and follows the pattern of putting that extra letter in front of each word.
Question: sWhat sinsect smakes shoney?
Answer:
A. sspiders
B. spiders
C. sbees
D. bees
Answer: C
Question: aHow adoes aone aconsume awater?
Answer:
A. adrinking
B. smelling
C. asmelling
D. drinking
Answer: A
Question: qIn qwhat qfruit qdoes qthe qcharacter qSpongeBob qSquarePants qlive?
Answer:
A. qpineapple
B. pineapple
C. pumpkin
D. qpumpkin
Answer: A
Question: wWhat ware wpeople wborn wof wthe wsame wparents wcalled?
Answer:
A. grandparents
B. wsiblings
C. wgrandparents
D. siblings
Answer: B
Question: kWhat kobject kis kgenerally kused kto kcut kfood?
Answer:
A. oven
B. kknife
C. koven
D. knife
Answer:","[' A', ' B', ' C', ' D']",1
"Each of the following questions has an extra letter in front of each word. Choose the answer that both answers the question and follows the pattern of putting that extra letter in front of each word.
Question: eHow edoes eone econsume ewater?
Answer:
A. drinking
B. smelling
C. esmelling
D. edrinking
Answer: D
Question: cHow cmany cwonders cof cthe cancient cworld care cthere?
Answer:
A. cseven
B. seven
C. cnine
D. nine
Answer: A
Question: aWhat aitem aunlocks adoors?
Answer:
A. keys
B. aheadphones
C. akeys
D. headphones
Answer: C
Question: wWhat wis wa wgroup wof wfish wcalled?
Answer:
A. worchestra
B. wschool
C. school
D. orchestra
Answer: B
Question: vWhat vholiday vcommonly vinvolves vtrick-or-treating?
Answer:
A. Hanukkah
B. vHanukkah
C. vHalloween
D. Halloween
Answer:","[' A', ' B', ' C', ' D']",2
"Each of the following questions has an extra letter in front of each word. Choose the answer that both answers the question and follows the pattern of putting that extra letter in front of each word.
Question: eWhat esport einvolves erolling ea eball eto eknock edown epins?
Answer:
A. bowling
B. ebowling
C. volleyball
D. evolleyball
Answer: B
Question: cWhat ccolor cis csnow?
Answer:
A. cwhite
B. white
C. black
D. cblack
Answer: A
Question: aWhat adrink acomes afrom aa acow?
Answer:
A. atea
B. amilk
C. milk
D. tea
Answer: B
Question: fWhat fis fthe fopposite fof ffast?
Answer:
A. fangry
B. angry
C. fslow
D. slow
Answer: C
Question: dWhere ddoes done dwear da dshoe?
Answer:
A. ear
B. dfoot
C. dear
D. foot
Answer:","[' A', ' B', ' C', ' D']",1
"Each of the following questions has an extra letter in front of each word. Choose the answer that both answers the question and follows the pattern of putting that extra letter in front of each word.
Question: gWhat gis g8 g- g2?
Answer:
A. 6
B. g6
C. 11
D. g11
Answer: B
Question: jWhat jinsect jmakes jhoney?
Answer:
A. spiders
B. jbees
C. bees
D. jspiders
Answer: B
Question: oWhat ois othe omost ocommon ochemical oelement oin othe ouniverse?
Answer:
A. lead
B. ohydrogen
C. olead
D. hydrogen
Answer: B
Question: pWhen pa pperson pcries, pwhat pcomes pout pof phis por pher peyes?
Answer:
A. ppeople
B. ptears
C. tears
D. people
Answer: B
Question: cWhat ccharacter's cnose cgrows clonger cwhen che clies?
Answer:
A. cSuperman
B. cPinocchio
C. Pinocchio
D. Superman
Answer:","[' A', ' B', ' C', ' D']",1
"Each of the following questions has an extra letter in front of each word. Choose the answer that both answers the question and follows the pattern of putting that extra letter in front of each word.
Question: eWhat edevice ecan ea eperson ewear eon ehis eor eher ewrist eto etrack ethe etime?
Answer:
A. ewatch
B. etissue
C. watch
D. tissue
Answer: A
Question: rWhat rcolor ris rthe rcircle ron rthe rJapanese rnational rflag?
Answer:
A. green
B. rred
C. red
D. rgreen
Answer: B
Question: uWhat ushape uhas ufive usides?
Answer:
A. upentagon
B. uoctagon
C. octagon
D. pentagon
Answer: A
Question: sWhat sinsect smakes shoney?
Answer:
A. ssnakes
B. snakes
C. sbees
D. bees
Answer: C
Question: bWhat bis ba bgroup bof bfish bcalled?
Answer:
A. squid
B. school
C. bschool
D. bsquid
Answer:","[' A', ' B', ' C', ' D']",2
"Each of the following questions has an extra letter in front of each word. Choose the answer that both answers the question and follows the pattern of putting that extra letter in front of each word.
Question: kWhat kare kpeople kborn kof kthe ksame kparents kcalled?
Answer:
A. ksiblings
B. nieces
C. siblings
D. knieces
Answer: A
Question: yWhen ya yperson ycries, ywhat ycomes yout yof yhis yor yher yeyes?
Answer:
A. tears
B. ytears
C. ypizzas
D. pizzas
Answer: B
Question: xWhat xschool xdoes xthe xcharacter xHarry xPotter xattend?
Answer:
A. xHarvard
B. Harvard
C. Hogwarts
D. xHogwarts
Answer: D
Question: bWhat bis bthe bfirst bmonth bof bthe byear?
Answer:
A. bJanuary
B. January
C. October
D. bOctober
Answer: A
Question: pHow pmany pfaces pdoes pa pcube phave?
Answer:
A. psix
B. six
C. peight
D. eight
Answer:","[' A', ' B', ' C', ' D']",0
"Each of the following questions has an extra letter in front of each word. Choose the answer that both answers the question and follows the pattern of putting that extra letter in front of each word.
Question: cWhat cis ca csingle cland cformation csurrounded cby cwater ccalled?
Answer:
A. mountain
B. cisland
C. island
D. cmountain
Answer: B
Question: gWhat gitem gunlocks gdoors?
Answer:
A. gkeys
B. keys
C. gglasses
D. glasses
Answer: A
Question: wWhat winsect wmakes whoney?
Answer:
A. bees
B. wsnakes
C. snakes
D. wbees
Answer: D
Question: zWhat zschool zdoes zthe zcharacter zHarry zPotter zattend?
Answer:
A. zHogwarts
B. Hogwarts
C. zCambridge
D. Cambridge
Answer: A
Question: tWhere tdoes tone twear ta tshoe?
Answer:
A. tfoot
B. foot
C. tchin
D. chin
Answer:","[' A', ' B', ' C', ' D']",0
"Each of the following questions has an extra letter in front of each word. Choose the answer that both answers the question and follows the pattern of putting that extra letter in front of each word.
Question: bWhat bis bthe bopposite bof bup?
Answer:
A. down
B. bbackwards
C. backwards
D. bdown
Answer: D
Question: eWhat eis efrozen ewater ecalled?
Answer:
A. esteel
B. steel
C. ice
D. eice
Answer: D
Question: kWhat kis kan kanimal kcalled kthat kis kasleep kduring kthe kday kand kawake kat knight?
Answer:
A. knocturnal
B. rabid
C. nocturnal
D. krabid
Answer: A
Question: vWhat vprofession vworks von vpeople's vteeth?
Answer:
A. vdentist
B. plumber
C. dentist
D. vplumber
Answer: A
Question: sWhat sbody sdoes sthe sEarth sorbit?
Answer:
A. Pluto
B. Sun
C. sSun
D. sPluto
Answer:","[' A', ' B', ' C', ' D']",2
"Each of the following questions has an extra letter in front of each word. Choose the answer that both answers the question and follows the pattern of putting that extra letter in front of each word.
Question: tIn twhat tfruit tdoes tthe tcharacter tSpongeBob tSquarePants tlive?
Answer:
A. tpineapple
B. pineapple
C. tplum
D. plum
Answer: A
Question: mWhat mis ma msingle mland mformation msurrounded mby mwater mcalled?
Answer:
A. misland
B. mhill
C. island
D. hill
Answer: A
Question: rWhat ris ra rskeleton rmade rof?
Answer:
A. rhair
B. rbones
C. hair
D. bones
Answer: B
Question: gWhere gdo gpeople ggo gto gattend gmovie gscreenings?
Answer:
A. theaters
B. libraries
C. glibraries
D. gtheaters
Answer: D
Question: qWhat qcharacter's qnose qgrows qlonger qwhen qhe qlies?
Answer:
A. qPinocchio
B. Superman
C. Pinocchio
D. qSuperman
Answer:","[' A', ' B', ' C', ' D']",0
"Each of the following questions has an extra letter in front of each word. Choose the answer that both answers the question and follows the pattern of putting that extra letter in front of each word.
Question: pWhat pitem pcan pone puse pto psee pfar poff pobjects pin pouter pspace?
Answer:
A. telescope
B. ptelescope
C. praisin
D. raisin
Answer: B
Question: tHow tmany twheels tdoes ta ttricycle thave?
Answer:
A. six
B. three
C. tsix
D. tthree
Answer: D
Question: nWhat nobject nis ngenerally nused nto ncut nfood?
Answer:
A. noven
B. nknife
C. knife
D. oven
Answer: B
Question: xWhat xcommon xhuman xpets xmeow?
Answer:
A. cats
B. dogs
C. xdogs
D. xcats
Answer: D
Question: wWhat wschool wdoes wthe wcharacter wHarry wPotter wattend?
Answer:
A. wHogwarts
B. Cambridge
C. wCambridge
D. Hogwarts
Answer:","[' A', ' B', ' C', ' D']",0
"Each of the following questions has an extra letter in front of each word. Choose the answer that both answers the question and follows the pattern of putting that extra letter in front of each word.
Question: kWhat kobject kis kgenerally kused kto kcut kfood?
Answer:
A. koven
B. oven
C. kknife
D. knife
Answer: C
Question: bWhat bis bworld's blongest briver?
Answer:
A. Congo
B. bNile
C. Nile
D. bCongo
Answer: B
Question: nHow ndoes none nconsume nwater?
Answer:
A. ndrinking
B. nlaughing
C. laughing
D. drinking
Answer: A
Question: rWhat rsubatomic rparticles rhave ra rnegative rcharge?
Answer:
A. rneutrinos
B. relectrons
C. electrons
D. neutrinos
Answer: B
Question: hWhat hholiday hcommonly hinvolves htrick-or-treating?
Answer:
A. Christmas
B. hHalloween
C. Halloween
D. hChristmas
Answer:","[' A', ' B', ' C', ' D']",1
"Each of the following questions has an extra letter in front of each word. Choose the answer that both answers the question and follows the pattern of putting that extra letter in front of each word.
Question: wWhat wholiday wcommonly winvolves wtrick-or-treating?
Answer:
A. Halloween
B. wHalloween
C. wEaster
D. Easter
Answer: B
Question: jWhat jis ja jskeleton jmade jof?
Answer:
A. saliva
B. bones
C. jsaliva
D. jbones
Answer: D
Question: qWhat qsport qinvolves qrolling qa qball qto qknock qdown qpins?
Answer:
A. qbowling
B. baseball
C. qbaseball
D. bowling
Answer: A
Question: rWhat rcharacter's rnose rgrows rlonger rwhen rhe rlies?
Answer:
A. Pinocchio
B. rNaruto
C. Naruto
D. rPinocchio
Answer: D
Question: tWhat tis tthe tmost tcommon tchemical telement tin tthe tuniverse?
Answer:
A. titanium
B. hydrogen
C. thydrogen
D. ttitanium
Answer:","[' A', ' B', ' C', ' D']",2
"Each of the following questions has an extra letter in front of each word. Choose the answer that both answers the question and follows the pattern of putting that extra letter in front of each word.
Question: vWhat vhuman vsymptom vinvolves vone's vhead vhurting?
Answer:
A. vheadache
B. vfatigue
C. headache
D. fatigue
Answer: A
Question: rWhere rdoes rone rwear ra rshoe?
Answer:
A. rchin
B. rfoot
C. chin
D. foot
Answer: B
Question: eWhat edevice ecan ea eperson ewear eon ehis eor eher ewrist eto etrack ethe etime?
Answer:
A. ewatch
B. etissue
C. tissue
D. watch
Answer: A
Question: uWhat uholiday ucommonly uinvolves utrick-or-treating?
Answer:
A. Hanukkah
B. uHalloween
C. uHanukkah
D. Halloween
Answer: B
Question: sWhat sis sa ssingle sland sformation ssurrounded sby swater scalled?
Answer:
A. sisland
B. slake
C. island
D. lake
Answer:","[' A', ' B', ' C', ' D']",0
"Each of the following questions has an extra letter in front of each word. Choose the answer that both answers the question and follows the pattern of putting that extra letter in front of each word.
Question: vWhat vis vthe vopposite vof vfast?
Answer:
A. vquick
B. vslow
C. quick
D. slow
Answer: B
Question: tWhen ta tperson tcries, twhat tcomes tout tof this tor ther teyes?
Answer:
A. ttears
B. pizzas
C. tpizzas
D. tears
Answer: A
Question: rIn rwhich rcountry rdid rthe rOlympic rgames roriginate?
Answer:
A. rGreece
B. rFlorida
C. Greece
D. Florida
Answer: A
Question: zWhat zitem zunlocks zdoors?
Answer:
A. keys
B. headphones
C. zkeys
D. zheadphones
Answer: C
Question: jWhat jdrink jcomes jfrom ja jcow?
Answer:
A. jmilk
B. milk
C. tea
D. jtea
Answer:","[' A', ' B', ' C', ' D']",0
"Each of the following questions has an extra letter in front of each word. Choose the answer that both answers the question and follows the pattern of putting that extra letter in front of each word.
Question: nWhat ncommon nhuman npets nmeow?
Answer:
A. hamsters
B. nhamsters
C. ncats
D. cats
Answer: C
Question: iWhat iis ithe iopposite iof ifast?
Answer:
A. islow
B. slow
C. quick
D. iquick
Answer: A
Question: oWhat ois o2 o+ o3?
Answer:
A. 5
B. o1
C. 1
D. o5
Answer: D
Question: eWhat eis ean eanimal ecalled ethat eis easleep eduring ethe eday eand eawake eat enight?
Answer:
A. suspicious
B. esuspicious
C. enocturnal
D. nocturnal
Answer: C
Question: zWhat zis zthe zcommon zname zfor zsodium zchloride?
Answer:
A. salt
B. zwater
C. zsalt
D. water
Answer:","[' A', ' B', ' C', ' D']",2
"Each of the following questions has an extra letter in front of each word. Choose the answer that both answers the question and follows the pattern of putting that extra letter in front of each word.
Question: qWhat qhuman qsymptom qinvolves qone's qhead qhurting?
Answer:
A. qfatigue
B. qheadache
C. headache
D. fatigue
Answer: B
Question: dWhich dvegetable dis dused dto dmake da dpickle?
Answer:
A. dcucumber
B. cucumber
C. carrot
D. dcarrot
Answer: A
Question: aWhat abird acan amimic ahuman aspeech?
Answer:
A. acardinal
B. aparrot
C. parrot
D. cardinal
Answer: B
Question: yWhat ycharacter's ynose ygrows ylonger ywhen yhe ylies?
Answer:
A. yBatman
B. Batman
C. Pinocchio
D. yPinocchio
Answer: D
Question: oWhat ois othe oopposite oof ofast?
Answer:
A. slow
B. oscared
C. scared
D. oslow
Answer:","[' A', ' B', ' C', ' D']",3
"Each of the following questions has an extra letter in front of each word. Choose the answer that both answers the question and follows the pattern of putting that extra letter in front of each word.
Question: pHow pdoes pone pconsume pwater?
Answer:
A. pdrinking
B. laughing
C. plaughing
D. drinking
Answer: A
Question: sWhat sis s2 s+ s3?
Answer:
A. s1
B. 1
C. s5
D. 5
Answer: C
Question: qWhat qis qthe qmost qcommon qchemical qelement qin qthe quniverse?
Answer:
A. lead
B. qhydrogen
C. qlead
D. hydrogen
Answer: B
Question: jWhen ja jperson jcries, jwhat jcomes jout jof jhis jor jher jeyes?
Answer:
A. people
B. jpeople
C. jtears
D. tears
Answer: C
Question: wWhat wcity whas wthe wEiffel wTower?
Answer:
A. wMumbai
B. wParis
C. Mumbai
D. Paris
Answer:","[' A', ' B', ' C', ' D']",1
"Each of the following questions has an extra letter in front of each word. Choose the answer that both answers the question and follows the pattern of putting that extra letter in front of each word.
Question: iHow imany ifaces idoes ia icube ihave?
Answer:
A. isix
B. eight
C. ieight
D. six
Answer: A
Question: jWhat jsubatomic jparticles jhave ja jnegative jcharge?
Answer:
A. jelectrons
B. protons
C. electrons
D. jprotons
Answer: A
Question: hWhat hdrink hcomes hfrom ha hcow?
Answer:
A. milk
B. hmilk
C. htea
D. tea
Answer: B
Question: yWhat ybody ydoes ythe yEarth yorbit?
Answer:
A. yPluto
B. Sun
C. Pluto
D. ySun
Answer: D
Question: kWhere kdo kwhales klive?
Answer:
A. ocean
B. kocean
C. kdesert
D. desert
Answer:","[' A', ' B', ' C', ' D']",1
"Each of the following questions has an extra letter in front of each word. Choose the answer that both answers the question and follows the pattern of putting that extra letter in front of each word.
Question: dWhere ddoes done dwear da dshoe?
Answer:
A. dfoot
B. chin
C. foot
D. dchin
Answer: A
Question: xWhat xare xpeople xborn xof xthe xsame xparents xcalled?
Answer:
A. xsiblings
B. grandparents
C. siblings
D. xgrandparents
Answer: A
Question: oWhat oitem ounlocks odoors?
Answer:
A. okeys
B. keys
C. oheadphones
D. headphones
Answer: A
Question: sWhat scity shas sthe sEiffel sTower?
Answer:
A. sParis
B. sDetroit
C. Detroit
D. Paris
Answer: A
Question: cWhat cscientist cdiscovered cthe claws cof cgravitation?
Answer:
A. Newton
B. Darwin
C. cNewton
D. cDarwin
Answer:","[' A', ' B', ' C', ' D']",2
"Each of the following questions has an extra letter in front of each word. Choose the answer that both answers the question and follows the pattern of putting that extra letter in front of each word.
Question: jWhat jitem junlocks jdoors?
Answer:
A. bananas
B. jkeys
C. jbananas
D. keys
Answer: B
Question: cWhat cshape chas cfive csides?
Answer:
A. cpentagon
B. pentagon
C. ctriangle
D. triangle
Answer: A
Question: oWhat ois ofrozen owater ocalled?
Answer:
A. olemonade
B. lemonade
C. oice
D. ice
Answer: C
Question: xWhat xcommon xhuman xpets xmeow?
Answer:
A. hamsters
B. cats
C. xcats
D. xhamsters
Answer: C
Question: sWhat sis sthe sopposite sof sfast?
Answer:
A. scared
B. sslow
C. slow
D. sscared
Answer:","[' A', ' B', ' C', ' D']",1
"Each of the following questions has an extra letter in front of each word. Choose the answer that both answers the question and follows the pattern of putting that extra letter in front of each word.
Question: cWhat cscientist cdiscovered cthe claws cof cgravitation?
Answer:
A. Newton
B. cColumbus
C. Columbus
D. cNewton
Answer: D
Question: gWhat ghuman gsymptom ginvolves gone's ghead ghurting?
Answer:
A. gsleepiness
B. headache
C. gheadache
D. sleepiness
Answer: C
Question: yWhat ycolor yis ysnow?
Answer:
A. green
B. ygreen
C. ywhite
D. white
Answer: C
Question: zWhat zis z8 z- z2?
Answer:
A. 13
B. 6
C. z6
D. z13
Answer: C
Question: hWhich hchess hpiece hcan honly hmove hdiagonally?
Answer:
A. hbishop
B. hking
C. king
D. bishop
Answer:","[' A', ' B', ' C', ' D']",0
"Each of the following questions has an extra letter in front of each word. Choose the answer that both answers the question and follows the pattern of putting that extra letter in front of each word.
Question: jWhat jitem jcan jone juse jto jsee jfar joff jobjects jin jouter jspace?
Answer:
A. telescope
B. jring
C. ring
D. jtelescope
Answer: D
Question: hHow hmany hdays hare hin ha hweek?
Answer:
A. five
B. hseven
C. hfive
D. seven
Answer: B
Question: kWhat kbody kdoes kthe kEarth korbit?
Answer:
A. kSun
B. Neptune
C. kNeptune
D. Sun
Answer: A
Question: uWhat uscientist udiscovered uthe ulaws uof ugravitation?
Answer:
A. uColumbus
B. Newton
C. Columbus
D. uNewton
Answer: D
Question: aWhat asubatomic aparticles ahave aa anegative acharge?
Answer:
A. neutrons
B. aneutrons
C. electrons
D. aelectrons
Answer:","[' A', ' B', ' C', ' D']",3
"Each of the following questions has an extra letter in front of each word. Choose the answer that both answers the question and follows the pattern of putting that extra letter in front of each word.
Question: zWhat zhuman zsymptom zinvolves zone's zhead zhurting?
Answer:
A. zheadache
B. headache
C. fatigue
D. zfatigue
Answer: A
Question: eWhat ebird ecan emimic ehuman espeech?
Answer:
A. ehummingbird
B. eparrot
C. hummingbird
D. parrot
Answer: B
Question: wWhat wis wthe wfirst wmonth wof wthe wyear?
Answer:
A. wOctober
B. wJanuary
C. January
D. October
Answer: B
Question: iWhat icharacter's inose igrows ilonger iwhen ihe ilies?
Answer:
A. Pinocchio
B. iPinocchio
C. Batman
D. iBatman
Answer: B
Question: aWhat acolor ais aan aorange?
Answer:
A. blue
B. orange
C. aorange
D. ablue
Answer:","[' A', ' B', ' C', ' D']",2
